Actual_Label,Predicted_Label,Prediction_Correct,Prob_Edukasi,Prob_Finance,Prob_Health,Prob_Lifestyle,Prob_Nasional,Prob_Otomotif,Prob_Sport,Prob_Teknologi,Prob_Travel,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,filename,title
Travel,Finance,False,0.0,0.35,0.0,0.0,0.08,0.26,0.0,0.04,0.27,0.5612522866345893,0.0014069057486545,0.0014070151533902,0.0014070661800003,0.3951211849835426,0.0014090496086647,0.0351826380482954,0.0014069239846374,0.0014069296582251,tribunnews_nasional_20251021_125310.csv,PW Muhammadiyah DKI Jakarta Kecam Oknum Peneliti BRIN Ancam Warga Muhammadiyah
Travel,Travel,True,0.18,0.03,0.1,0.18,0.1,0.04,0.05,0.01,0.31,0.8230629767087572,0.0009666233348263,0.0784564939798177,0.0009666231496288,0.0009671590679028,0.0009665209749351,0.0009669683429482,0.0926801997449722,0.0009664346962113,tribunnews_nasional_20251021_125310.csv,PDIP Cermati Nama-nama Yang Disebut Jokowi Cocok Jadi Cawapres Ganjar
Edukasi,Edukasi,True,0.27,0.03,0.03,0.27,0.1,0.0,0.0,0.27,0.03,0.0005029106532056,0.0005032091814067,0.3545288394739668,0.4061649363897874,0.0005029884805443,0.2222124459419248,0.0005029103104197,0.0145787815278362,0.0005029780409082,tribunnews_nasional_20251021_125310.csv,"Harga Tiket Trans Studio Bandung di Libur Lebaran 2023, Ada Harga Special Rp 270.000"
Nasional,Nasional,True,0.01,0.28,0.0,0.0,0.68,0.01,0.0,0.0,0.02,0.7088207011818317,0.0003984260415842,0.1098178270474923,0.0003985353169331,0.0003985195475616,0.000398422271076,0.0003984477140613,0.1789707621112749,0.0003983587681845,tribunnews_nasional_20251021_125310.csv,Pengamat Nilai Gerindra Berpotensi 'Tarik' Kursi Menteri Sandiaga Uno jika jadi Pindah ke PPP
Travel,Teknologi,False,0.0,0.07,0.0,0.04,0.06,0.26,0.0,0.46,0.11,0.5908809266908323,0.1509832282901755,0.1675053080130205,0.0010013308185952,0.0368004586068226,0.0010012006756758,0.0010018334726491,0.0498240932739187,0.0010016201583099,tribunnews_nasional_20251021_125310.csv,TNI AU Sampaikan Permohonan Maaf kepada Pengendara Motor Korban Insiden di Jatiwarna Bekasi
Finance,Nasional,False,0.01,0.19,0.0,0.0,0.46,0.01,0.0,0.28,0.05,0.7679189875360667,0.0007940319580962,0.0007942104920663,0.000793946558927,0.0806599805666498,0.0007939786346703,0.1466568111454769,0.0007941780864105,0.000793875021636,tribunnews_nasional_20251021_125310.csv,Sarmuji: Kebersamaan Golkar dan Gerindra Selama ini Sudah Terjalin dengan Baik
Travel,Travel,True,0.0,0.04,0.0,0.09,0.0,0.04,0.0,0.0,0.83,0.8527147075148421,0.001340016069789,0.001339223196083,0.0013391563672137,0.001339969198808,0.0245131706838934,0.0013400886470897,0.1147344984313194,0.0013391698909613,tribunnews_nasional_20251021_125310.csv,Anggota DPR Sampaikan ke Kapolri soal Kasus Richard Mille
Sport,Otomotif,False,0.01,0.01,0.01,0.02,0.01,0.5,0.39,0.02,0.03,0.5507768701971522,0.0009501915518891,0.1808931704044592,0.1734756717122632,0.0009502232643782,0.00094990683933,0.0901038345408637,0.000950093237954,0.0009500382517102,tribunnews_nasional_20251021_125310.csv,"Hari Pertama Setelah Libur Lebaran, Menteri Hadi Tinjau Pelayanan BPN Jakarta Barat"
Lifestyle,Lifestyle,True,0.02,0.01,0.07,0.69,0.0,0.0,0.0,0.11,0.1,0.0218689287101641,0.0007460749067701,0.0007460709892662,0.2047023594309679,0.1510699695274405,0.0007458674878059,0.5754251561783614,0.0439496508592744,0.0007459219099493,tribunnews_nasional_20251021_125310.csv,Kemenag Buka Seleksi Imam Masjid di Uni Emirat Arab
Edukasi,Edukasi,True,0.76,0.0,0.01,0.01,0.17,0.0,0.01,0.02,0.02,0.3641538199440089,0.0009267391519285,0.0682639981243722,0.0009264611383102,0.2845665176783853,0.0009265109685619,0.1122089703360693,0.0141506797040539,0.1538763029543092,tribunnews_nasional_20251021_125310.csv,"Soal Harta Kekayaan yang Dipamerkan Sipir Dhawang, Ini Hasil Pemeriksaan Kanwil Kemenkumham Lampung"
Health,Travel,False,0.16,0.0,0.23,0.23,0.01,0.0,0.03,0.0,0.34,0.5120435512619246,0.0011117065377072,0.0011118246970202,0.00111213387327,0.0011119736605021,0.0011115077536315,0.1974247627682429,0.0011116500414706,0.2838608894062306,tribunnews_nasional_20251021_125310.csv,Kemenkes Ingin Pelaku yang Aniaya Dua Dokter di Lampung Dapat Hukum Setimpal
Teknologi,Lifestyle,False,0.02,0.0,0.0,0.68,0.01,0.01,0.0,0.28,0.0,0.8798587605571241,0.000357357916227,0.0003575215875436,0.0322193443396834,0.0269335317706189,0.0003573629946198,0.0003574114627823,0.0592013116689204,0.00035739770248,tribunnews_nasional_20251021_125310.csv,"Dilantik Jadi Wakil Ketua Dewan Pembina, Iwan Bule Ungkap Alasan Bergabung ke Gerindra"
Travel,Travel,True,0.01,0.02,0.01,0.04,0.04,0.01,0.0,0.16,0.71,0.9294701381699956,0.0005075124724024,0.0005077351918352,0.0099446353611691,0.0005078887543605,0.0005075026275927,0.0005075629539565,0.0575392172815088,0.0005078071871788,tribunnews_nasional_20251021_125310.csv,Prabowo Angkat Iwan Bule Menjadi Wakil Ketua Dewan Pembina Partai Gerindra Menggantikan Sandiaga Uno
Health,Health,True,0.08,0.0,0.59,0.26,0.02,0.0,0.0,0.05,0.0,0.7577922061718657,0.0002940931570739,0.0491115496716656,0.0311633123072153,0.0002941699807248,0.0565404212212377,0.0271326266475385,0.0773775711657349,0.0002940496769431,tribunnews_nasional_20251021_125310.csv,"Sosok Iwan Bule, Pensiunan Jenderal Polisi yang Kini Jadi Wakil Ketua Dewan Pembina Partai Gerindra"
Teknologi,Teknologi,True,0.01,0.0,0.0,0.03,0.01,0.0,0.0,0.93,0.02,0.3896822899853707,0.0006659757937201,0.0006655694669214,0.2404180976266038,0.3197894781461807,0.0467808247809094,0.0006662514565941,0.0006656984020314,0.0006658143416681,tribunnews_nasional_20251021_125310.csv,"Sindir Demokrat soal Pengikut Twitter, PSI: Lindungilah Akun Ini dari Kehilangan Followers"
Health,Edukasi,False,0.37,0.0,0.33,0.08,0.02,0.0,0.0,0.0,0.2,0.8959553564931894,0.0006655184181196,0.0006657734694723,0.0146815185807865,0.0006659362190594,0.0006654886032423,0.0006655747471295,0.0853689649001637,0.0006658685688368,tribunnews_nasional_20251021_125310.csv,"Eks Ketua Umum PSSI Iwan Bule Jabat Wakil Ketua Dewan Pembina Gerindra, Gantikan Posisi Sandiaga"
Sport,Sport,True,0.02,0.1,0.01,0.01,0.36,0.01,0.44,0.02,0.03,0.6231928113455696,0.0010198521459745,0.0010197372693967,0.0010201065090531,0.3696679844197629,0.0010199145343989,0.001020011666354,0.0010199005724388,0.0010196815370511,tribunnews_nasional_20251021_125310.csv,"Poltracking : Kepercayaan Kepuasan Publik Terhadap TNI Tertinggi, Ungguli Presiden dan Wapres  "
Teknologi,Teknologi,True,0.06,0.01,0.0,0.15,0.0,0.0,0.0,0.77,0.01,0.7138392253613774,0.0851199274147388,0.0012637638343639,0.0718824652025288,0.0012633631334885,0.0012630104680594,0.001263160285512,0.0012631601742728,0.1228419241256578,tribunnews_nasional_20251021_125310.csv,"Kemendagri Bantah Ada Kebakaran, Hanya Asap dari Komputer yang Lupa Dimatikan"
Finance,Finance,True,0.0,0.7,0.0,0.0,0.0,0.26,0.0,0.01,0.03,0.688231173964018,0.0007267362158478,0.000726347297484,0.0007266921138564,0.0228022045232524,0.0007267383380186,0.000726457237381,0.2846072715254176,0.000726378784724,tribunnews_nasional_20251021_125310.csv,VIDEO KPK Eksekusi Penyuap Mantan Wali Kota Ambon ke Lapas Makassar
Health,Health,True,0.02,0.0,0.92,0.06,0.0,0.0,0.0,0.0,0.0,0.9163117462892936,0.0004028822966052,0.0004027291824384,0.0106182955805664,0.0004028184212464,0.0107713349366776,0.0495444105006619,0.0111430566140486,0.0004027261784614,tribunnews_nasional_20251021_125310.csv,Menteri ESDM Bantah Dapat Bocoran Dokumen Korupsi Tunjangan Kinerja dari Ketua KPK
Health,Health,True,0.21,0.19,0.4,0.02,0.18,0.0,0.0,0.0,0.0,0.9923979306249472,0.0009501329988747,0.0009503522905764,0.0009500997548709,0.0009507639747575,0.0009499157554086,0.0009503357327746,0.000950086857163,0.0009503820106269,tribunnews_nasional_20251021_125310.csv,"Minta Menkeu Rancang Aturan, Kepala BP2MI Protes Petugas Bea Cukai Sering Bongkar Barang Milik PMI"
Edukasi,Edukasi,True,0.58,0.25,0.01,0.01,0.14,0.0,0.0,0.0,0.01,0.2602237793925079,0.000517032779458,0.1316920902823398,0.0005170424560237,0.0904925513268812,0.0005171350978258,0.5150056929548773,0.0005170050908406,0.0005176706192453,tribunnews_nasional_20251021_125310.csv,Gedung Keuskupan Merauke Diharapkan Jadi Center of Excellence Dalam Pembangunan di Papua
Lifestyle,Lifestyle,True,0.04,0.0,0.02,0.94,0.0,0.0,0.0,0.0,0.0,0.6327983331518822,0.1111614987807276,0.0008175550003543,0.0805105375982253,0.1223386828314375,0.0008172286604068,0.0008172843298759,0.049921642735294,0.0008172369117962,tribunnews_nasional_20251021_125310.csv,"Viral Aksi Ugal-ugalan WNA di Jalanan Seminyak, Polda Bali Cari Pelaku"
Nasional,Nasional,True,0.0,0.26,0.0,0.0,0.56,0.18,0.0,0.0,0.0,0.592022416241151,0.000761350615768,0.0007614515046386,0.0724531140558499,0.0007616794914231,0.0007613382996559,0.2931489543447623,0.0385682316656105,0.0007614637811404,tribunnews_nasional_20251021_125310.csv,Langkah Polri Diapresiasi Libatkan Pengawas Eksternal Saat Rekrutmen Calon Anggota
Health,Health,True,0.01,0.0,0.88,0.11,0.0,0.0,0.0,0.0,0.0,0.695340915820441,0.0012350864378329,0.0012351086659967,0.0012348712480118,0.2538601848833772,0.0012348360105373,0.0012353705934987,0.0433886643255031,0.0012349620148009,tribunnews_nasional_20251021_125310.csv,Pangdam XII Tanjungpura Mayjen Iwan Setiawan: Saya Merasa Berat Meninggalkan Kopassus
Teknologi,Teknologi,True,0.25,0.08,0.02,0.2,0.06,0.0,0.01,0.38,0.0,0.6469350351476322,0.3225228054026218,0.0009419204711349,0.000942139115636,0.0009420989034305,0.0009417618594098,0.0009421191494889,0.0009420454979233,0.0248900744527223,tribunnews_nasional_20251021_125310.csv,Menteri ESDM Sebut Ekspor Konsentrat Tembaga Bisa Dilakukan Hingga 2024
Lifestyle,Health,False,0.02,0.0,0.89,0.09,0.0,0.0,0.0,0.0,0.0,0.5253480971261674,0.0007410605387198,0.0007416291981657,0.0007409784055468,0.2168576413418674,0.0007413162103351,0.1843495896704653,0.0697381309426242,0.0007415565661079,tribunnews_nasional_20251021_125310.csv,Aktivis Muda Ansor Ingatkan Gus Yaqut Fokus Kerja dan Tak Sibuk Bermanuver Politik
Finance,Nasional,False,0.0,0.12,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.5640466686873772,0.0005762012282514,0.2440046818934517,0.0151247661869742,0.0005760404593246,0.0005759319264431,0.1465997750407271,0.0005762000923596,0.0279197344850908,tribunnews_nasional_20251021_125310.csv,"Kunjungi Sumbar, Prabowo Ternyata Tim Makan Nasi Padang Pakai Tangan"
Otomotif,Otomotif,True,0.01,0.24,0.0,0.02,0.25,0.4,0.0,0.06,0.02,0.953436422898176,0.0012775628048551,0.001277419429757,0.0012774435021083,0.0012778269873608,0.0012774702006006,0.0012776254428557,0.0376207574802566,0.0012774712540298,tribunnews_nasional_20251021_125310.csv,Seloroh AHY Soal PK Kubu KSP Moeldoko: Temannya Pak Airlangga
Otomotif,Otomotif,True,0.0,0.22,0.01,0.02,0.03,0.38,0.0,0.0,0.34,0.8413407696267085,0.000861559018221,0.0533389767252256,0.0008617654389948,0.0560820569187409,0.0008617316541047,0.0008618881623356,0.0449290045249568,0.0008622479307117,tribunnews_nasional_20251021_125310.csv,PAN: Hanum Rais Telah Ajukan Mundur dari Anggota DPRD DIY dan Berhenti Jadi Kader
Nasional,Nasional,True,0.38,0.08,0.03,0.0,0.45,0.0,0.01,0.04,0.01,0.9048244062213268,0.0003997780831926,0.0003998368484976,0.0003999544816102,0.0003998473226466,0.0003997770216685,0.0003998167596716,0.0923767663229173,0.0003998169384685,tribunnews_nasional_20251021_125310.csv,KPK Koordinasi dengan Polri Terkait Pemeriksaan Dito Mahendra
Lifestyle,Lifestyle,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1762769050455756,0.0016587728292955,0.0016587318083936,0.3482705528378771,0.0016589408153461,0.0016587087475368,0.4654995168283797,0.0016589048046067,0.0016589662829884,tribunnews_nasional_20251021_125310.csv,Masa Sanggah Hasil Tes Calon PPPK Kemenag Berakhir 30 April 2023
Finance,Otomotif,False,0.0,0.24,0.0,0.0,0.0,0.75,0.0,0.01,0.0,0.5970465881027007,0.0008550433639638,0.0008549026531256,0.1311824536568191,0.000854912197494,0.0008548266534727,0.2666413335578641,0.0008550009256206,0.000854938888939,tribunnews_nasional_20251021_125310.csv,Sikap Pemerintah Hadapi Ribuan Aduan THR 2023 yang Tidak Dibayarkan
Health,Health,True,0.2,0.0,0.46,0.31,0.01,0.0,0.0,0.02,0.0,0.7915640842667564,0.1992418706523813,0.0062029905855128,0.0004983720402974,0.0004985963940554,0.0004985897242261,0.0004984990986378,0.0004985465943916,0.0004984506437407,tribunnews_nasional_20251021_125310.csv,"Diduga Lakukan Korupsi, Dirut Waskita Karya Destiawan Soewardjono Punya Harta Rp 26,9 Miliar"
Finance,Otomotif,False,0.0,0.19,0.0,0.0,0.0,0.79,0.01,0.01,0.0,0.670106144215906,0.0906048445751079,0.0009584375708937,0.0327745099190428,0.0009586130012083,0.0009592789399216,0.062464684849179,0.1402151784559028,0.0009583084728376,tribunnews_nasional_20251021_125310.csv,Rudal SAM KRI RE Martadinata-331 Hancurkan Ancaman Udara Dalam Latihan di Utara Bali
Otomotif,Finance,False,0.0,0.89,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.796850777057004,0.0008172322126061,0.0548493204863983,0.0138427676323498,0.0008173743013717,0.0008170702102558,0.0008173030077122,0.1303708524700064,0.0008173026222953,tribunnews_nasional_20251021_125310.csv,VIDEO Puspom TNI Investigasi Bentrok Oknum TNI dan Polri di Kupang hingga Jeneponto
Finance,Finance,True,0.0,0.69,0.02,0.02,0.08,0.04,0.02,0.03,0.1,0.2778302245514165,0.4066079335683954,0.00063893900784,0.0006388667546352,0.2814954876236537,0.0006389884462144,0.0308712736238782,0.0006390826691145,0.0006392037548518,tribunnews_nasional_20251021_125310.csv,Monitoring Inflasi Daerah oleh Mendagri Bantu Dongkrak Tingginya Approval Rating Jokowi
Health,Health,True,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.4718394170582595,0.1700071208845022,0.0671393906656116,0.0010792832283528,0.0496709702178504,0.1385798121481636,0.0010795374224557,0.0995253600357971,0.0010791083390067,tribunnews_nasional_20251021_125310.csv,Ketika Prabowo Pamer Rantis Maung di Jalanan Kabupaten dan Hadiri Pacuan Kuda di Tanah Datar 
Lifestyle,Lifestyle,True,0.14,0.0,0.01,0.71,0.01,0.0,0.0,0.04,0.09,0.2964708899503439,0.1322365326080719,0.0006141921411565,0.5053605282900855,0.0006141697550668,0.0006141852466404,0.0310527460345192,0.0006141460899848,0.0324226098841309,tribunnews_nasional_20251021_125310.csv,"Buat Gebrakan, Hendi Permudah Ikut Pengadaan Barang dan Jasa, Cukup dengan KTP dan NPWP"
Teknologi,Teknologi,True,0.08,0.3,0.0,0.01,0.06,0.02,0.0,0.52,0.01,0.143773394181808,0.0006107599238434,0.1954974754630086,0.0006110085622384,0.0006108866678485,0.0006106657081639,0.1504600541536657,0.5072150052176128,0.0006107501218104,tribunnews_nasional_20251021_125310.csv,"Nonton Pacu Kuda Tanah Datar Open Race, Prabowo Minta Olahraga Berkuda Dilestarikan"
Finance,Finance,True,0.0,0.8,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.1958422681953237,0.0010585705522847,0.2320598403144379,0.0010595089700059,0.0010590677542028,0.0010584783235368,0.001059078717653,0.5657442535885758,0.001058933583979,tribunnews_nasional_20251021_125310.csv,"Nonton Pacuan Kuda di Tanah Datar, Prabowo Janji Kirim Bibit Kuda Unggulan untuk Warga Sumbar"
Nasional,Nasional,True,0.0,0.4,0.0,0.0,0.44,0.13,0.0,0.03,0.0,0.6768662207620748,0.0014252476266404,0.1190235255333183,0.0014248804816971,0.0253560192785989,0.0014256843678727,0.1716270482751514,0.0014257212027019,0.0014256524719442,tribunnews_nasional_20251021_125310.csv,"Di Tanah Datar Sumatera Barat, Prabowo Bicara Pentingnya Ruang Demokrasi untuk Emak-emak"
Otomotif,Otomotif,True,0.0,0.01,0.0,0.08,0.0,0.83,0.0,0.08,0.0,0.6630225557725473,0.0368817095270574,0.0011459261261914,0.0011460864500912,0.0011461992078334,0.0011474505246999,0.0011458957597827,0.2932184735456982,0.0011457030860981,tribunnews_nasional_20251021_125310.csv,Respons Ketua Relawan Soal Keputusan Juru Bicara Sandiaga Uno Mundur
Finance,Finance,True,0.0,0.62,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.2672426901893016,0.0257181177761926,0.0641438907795872,0.0005528788045813,0.3365018423669503,0.0005533840627015,0.3041809309425169,0.0005532122768284,0.00055305280134,tribunnews_nasional_20251021_125310.csv,Erick Thohir: Keharmonian Jadi Dasar Transformasi BUMN
Lifestyle,Lifestyle,True,0.22,0.02,0.07,0.37,0.0,0.0,0.01,0.11,0.2,0.8602740957552619,0.0006008096893898,0.0006007818028685,0.0006007210405302,0.0908366087680496,0.0006007903405502,0.0006010258060951,0.0107654665670632,0.035119700230191,tribunnews_nasional_20251021_125310.csv,"Sikapi Kejadian Ganggu Sinergi TNI-Polri, Panglima TNI Bicara Soal Arogansi dan Ketaatan Pada Hukum"
Nasional,Nasional,True,0.09,0.18,0.0,0.01,0.7,0.0,0.0,0.01,0.01,0.0680492664666336,0.0005194076523613,0.0704460916948768,0.0005194089435336,0.2234183267618103,0.0005193433081385,0.6073020468029252,0.0287066455591432,0.0005194628105772,tribunnews_nasional_20251021_125310.csv,"Arti Tut Wuri Handayani, Semboyan Populer dari Ki Hajar Dewantara"
Otomotif,Otomotif,True,0.0,0.02,0.0,0.0,0.0,0.96,0.0,0.02,0.0,0.1597331095482133,0.0006657344085881,0.1987147133901372,0.0006659914008803,0.4621089781637681,0.000665673053583,0.000665764064864,0.0311267866138267,0.1456532493561389,tribunnews_nasional_20251021_125310.csv,"Fakta-fakta Bocah 9 Tahun di Gresik Tewas Dibunuh Ayahnya, Sempat Tulis Surat Selamat Tinggal"
Nasional,Nasional,True,0.0,0.08,0.0,0.0,0.78,0.0,0.0,0.0,0.14,0.2475296306172642,0.0013082817850689,0.0438285467645545,0.001308717236893,0.0013076525136771,0.0013074241356127,0.7007945073980354,0.0013077671984554,0.0013074723504383,tribunnews_nasional_20251021_125310.csv,"Deretan Tokoh yang Pernah Jabat Menteri Pendidikan, Ada Ki Hajar Dewantara hingga Anies Baswedan"
Health,Health,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4194768105962101,0.157836302044601,0.1429235861589729,0.0007459913703055,0.0007461392219103,0.0007460397357958,0.2408229883512126,0.0359559533575726,0.0007461891634188,tribunnews_nasional_20251021_125310.csv,"Perkuat Sinergi TNI-Polri, Pangkolinlamil Gelar Halal Bihalal dengan Kodim 0502 dan Polres Jakut"
Lifestyle,Teknologi,False,0.11,0.21,0.01,0.18,0.12,0.04,0.0,0.29,0.04,0.6593717649125436,0.0008965352145488,0.0008965747834768,0.021549769114975,0.1541623718491009,0.0008963412568177,0.0908380811902178,0.0704921036549527,0.0008964580233664,tribunnews_nasional_20251021_125310.csv,PBNU Apresiasi Polri Lakukan Bersih-bersih di Internal Kepolisian
Edukasi,Edukasi,True,0.71,0.0,0.0,0.0,0.28,0.0,0.0,0.01,0.0,0.5745084046559834,0.0004773384171535,0.0004772420619953,0.0062567646824768,0.0004773084230205,0.0004770419230231,0.3669053320710588,0.0499428654691433,0.0004777022961447,tribunnews_nasional_20251021_125310.csv,Ketua Umum KRPI Rieke Dyah Pitaloka Minta Jangan Sampai Sistem Kesehatan Rakyat Diliberalisasi
Travel,Travel,True,0.17,0.11,0.0,0.15,0.06,0.05,0.02,0.01,0.43,0.7463043802896699,0.0007361445861706,0.0007363103648821,0.0007361711698406,0.169919603554049,0.0007361636328114,0.0007363375217453,0.0793588541167057,0.000736034764125,tribunnews_nasional_20251021_125310.csv,Yusril: Prabowo dan Presiden Jokowi Punya Chemistry yang Dalam
Health,Health,True,0.0,0.0,0.95,0.04,0.0,0.0,0.0,0.0,0.01,0.4777278955315653,0.0008238653836097,0.0008232922813889,0.0008233957749486,0.1479213217498285,0.0008234746459463,0.3232036081664025,0.000823588049309,0.0470295584170012,tribunnews_nasional_20251021_125310.csv,VIDEO Menteri Hukum dan HAM Yasonna Laoly Bantah Anaknya Punya Bisnis di Lapas: Bohong Besar Itu
Teknologi,Teknologi,True,0.0,0.01,0.0,0.03,0.0,0.21,0.0,0.75,0.0,0.4924794315702696,0.0007614767148235,0.0552131319480487,0.0007612583692757,0.2316484564295927,0.0007612461327216,0.216851506130398,0.0007614102563717,0.000762082448498,tribunnews_nasional_20251021_125310.csv,Ketua Umum Priboemi Ajak Masyarakat Ikut Gerakan Jaga Sumber Daya Alam Indonesia
Otomotif,Otomotif,True,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.7138479405732336,0.140016493922634,0.0608443987427657,0.0108117554189421,0.0005852195318511,0.0005849354218719,0.0721389001180382,0.0005851139423764,0.0005852423282867,tribunnews_nasional_20251021_125310.csv,Diduga Setujui Proyek Fiktif Penyebab Direktur Utama Waskita Karya Terseret Kasus Korupsi
Finance,Finance,True,0.17,0.5,0.0,0.0,0.25,0.01,0.0,0.05,0.02,0.547766225924675,0.0008421869544232,0.0008423147638572,0.0008420234603453,0.1559296401542735,0.0008420939421374,0.1957044195985665,0.0963887920131247,0.000842303188597,tribunnews_nasional_20251021_125310.csv,"ABAS Jadi Garda Terdepan Menangkal Paham-paham Radikalisme, Intoleransi & SARA"
Edukasi,Edukasi,True,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1220975010675535,0.3793362738755027,0.0009748891560153,0.0009748172237682,0.0009754887397359,0.0009748982127995,0.2539093578593355,0.2397817884118933,0.0009749854533956,tribunnews_nasional_20251021_125310.csv,Kelompok Milenial: Kita Dorong Indonesia Sebagai Pusat Ekonomi di Asia Tenggara
Sport,Lifestyle,False,0.07,0.06,0.04,0.36,0.07,0.13,0.12,0.14,0.01,0.3532811723873286,0.3613373816354346,0.012071467793159,0.0007611873686874,0.2242276070520556,0.0007614140358084,0.0007616090053486,0.0460369218779586,0.0007612388442188,tribunnews_nasional_20251021_125310.csv,Presiden Jokowi Bertemu Anggota Kongres Amerika Serikat Bahas Penjajakan Limited FTA
Sport,Sport,True,0.03,0.06,0.07,0.06,0.05,0.1,0.51,0.05,0.07,0.2287719807049323,0.0002214776567044,0.2645080261558989,0.006047258835667,0.0504568940250777,0.0002215016883999,0.430562346667929,0.0189891003902737,0.0002214138751168,tribunnews_nasional_20251021_125310.csv,"Bakal Dihadiri Megawati, Gubernur Bali Tinjau Lokasi Seminar Haluan Pembangunan Bali Masa Depan"
Travel,Travel,True,0.04,0.0,0.0,0.13,0.0,0.01,0.01,0.02,0.79,0.7411779700779121,0.0102901747575246,0.0006278445752183,0.071498778807244,0.0204195920445672,0.0006279985289433,0.1541015284383658,0.0006280091458233,0.0006281036244012,tribunnews_nasional_20251021_125310.csv,Jokowi Pastikan Evakuasi 20 WNI Korban TPPO di Myanmar akan Segera Dilakukan
Otomotif,Finance,False,0.08,0.59,0.0,0.0,0.21,0.04,0.0,0.06,0.02,0.4402550729567119,0.045916380332283,0.327132108048871,0.0008962713390224,0.0008966688206868,0.0008968813464955,0.099800924551316,0.0008968746674447,0.0833088179371683,tribunnews_nasional_20251021_125310.csv,Muzani: Festival Rakyat Buahkan Pertumbuhan Ekonomi dan UMKM
Travel,Travel,True,0.01,0.0,0.0,0.16,0.02,0.0,0.0,0.03,0.78,0.7748263726263626,0.0013073745761498,0.0013094572901055,0.0013077925797488,0.1710864834158584,0.0013073948445704,0.0013075685551583,0.0013084609278698,0.046239095184176,tribunnews_nasional_20251021_125310.csv,VIDEO Wamendagri Jhon Wempi Gugat RS Pondok Indah Soal Pencatutan Nama Jadi Ayah Seorang Bayi
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8087151324957015,0.000717035136956,0.0007170442882492,0.0007171042777279,0.1592630566410293,0.0007169745472419,0.000717099694497,0.0007172768983629,0.027719276020234,tribunnews_nasional_20251021_125310.csv,Mario Dandy Dilaporkan ke Polisi Terkait Statutory Rape pada AG
Health,Otomotif,False,0.0,0.17,0.0,0.0,0.0,0.82,0.0,0.01,0.0,0.4331301133062957,0.1344248965749784,0.0008355625676454,0.0008357909528439,0.000835877838248,0.0008364942592017,0.4112076898510748,0.0170578894560265,0.0008356851936852,tribunnews_nasional_20251021_125310.csv,"Wapres Ma'ruf Amin: Zakat, Wakaf, Infak dan Sedekah Instrumen Untuk Hapuskan Kesenjangan"
Finance,Finance,True,0.35,0.39,0.0,0.0,0.21,0.02,0.0,0.02,0.01,0.2496906527123073,0.0006323041920541,0.0340588102813809,0.0006316299569483,0.1374200316571382,0.0006319755694495,0.5130152167221729,0.0632877642588279,0.0006316146497206,tribunnews_nasional_20251021_125310.csv,Mendagri: Perkuat SDM melalui Pendidikan Numerasi Sekolah Dasar
Nasional,Nasional,True,0.23,0.15,0.0,0.0,0.41,0.03,0.0,0.03,0.15,0.2768720679482888,0.001157876877481,0.1583325377801155,0.0011576977956478,0.1431358377072413,0.0011583554632154,0.2602508626550851,0.1567758209815975,0.0011589427913273,tribunnews_nasional_20251021_125310.csv,Kesan Prabowo Subianto Sepanggung dengan Gus Miftah dan Pendeta Gilbert: Indahnya Bangsa Kita
Edukasi,Edukasi,True,0.91,0.0,0.0,0.01,0.02,0.0,0.01,0.04,0.01,0.7844939824367161,0.0009929217661034,0.0009925031782577,0.0973344574270686,0.0009925681482789,0.0009922795465376,0.0844591238619703,0.0287497438252652,0.0009924198098017,tribunnews_nasional_20251021_125310.csv,Profil Gubernur Maluku Murad Ismail yang Dipecat dari Jabatannya sebagai Ketua DPD PDIP Maluku
Edukasi,Edukasi,True,0.89,0.05,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.7409946412213427,0.0009184472859723,0.0753078355480524,0.0009186997064737,0.133734811285198,0.0009183936902651,0.0009190017374619,0.0009192349546302,0.0453689345706031,tribunnews_nasional_20251021_125310.csv,RSPI Belum Terima Surat Gugatan Wamendagri Soal Pencatutan Nama Sebagai Ayah Seorang Bayi
Sport,Sport,True,0.02,0.0,0.01,0.0,0.02,0.13,0.81,0.01,0.0,0.3939942228514722,0.1823571152122743,0.0008055778721637,0.2007529224011726,0.0719108651981242,0.0008055507037652,0.1172296237028433,0.0008061491531435,0.0313379729050406,tribunnews_nasional_20251021_125310.csv,Kementerian Luar Negeri: WNI Korban Penipuan Kerja Online Scam Kebanyakan Berpendidikan dan Paham IT
